unit,time,operational_set1,operational_set2,operational_set3,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,cluster,stages,agg_cluster,time_to_next_stage
1,196,0.0005,0.0003,100.0,518.67,642.58,1591.47,1408.16,14.62,21.61,552.9,2388.08,9071.12,1.3,47.64,521.42,2388.08,8147.58,8.4741,0.03,393,2388,100.0,38.86,23.2751,0,3,3,11.0
1,197,0.002,-0.0002,100.0,518.67,642.77,1591.11,1410.21,14.62,21.61,552.78,2388.13,9076.25,1.3,47.8,521.82,2388.04,8149.61,8.4164,0.03,393,2388,100.0,38.82,23.2987,0,3,-1,10.0
1,198,0.0023,-0.0002,100.0,518.67,642.52,1589.14,1410.7,14.62,21.61,552.94,2388.09,9068.53,1.3,47.45,520.83,2388.16,8151.93,8.4579,0.03,395,2388,100.0,38.73,23.2421,0,3,-1,9.0
1,199,0.0023,0.0002,100.0,518.67,642.26,1598.09,1419.18,14.62,21.61,552.86,2388.07,9071.63,1.3,47.79,520.8,2388.11,8151.24,8.4328,0.03,395,2388,100.0,38.9,23.3191,0,3,-1,8.0
1,200,-0.0036,0.0002,100.0,518.67,642.92,1595.46,1414.78,14.62,21.61,553.46,2388.11,9069.67,1.3,47.56,521.16,2388.11,8146.91,8.4265,0.03,394,2388,100.0,38.91,23.3581,0,3,-1,7.0
1,201,-0.0036,-0.0004,100.0,518.67,642.47,1591.02,1409.76,14.62,21.61,552.85,2388.11,9060.86,1.3,47.63,521.51,2388.08,8147.42,8.4533,0.03,394,2388,100.0,38.77,23.193,0,3,3,6.0
1,202,-0.0043,0.0003,100.0,518.67,642.58,1595.01,1411.84,14.62,21.61,552.84,2388.09,9077.04,1.3,47.67,521.12,2388.13,8151.38,8.4601,0.03,394,2388,100.0,38.7,23.2392,0,3,-1,5.0
1,203,0.0033,-0.0004,100.0,518.67,642.66,1596.82,1419.02,14.62,21.61,552.15,2388.09,9073.55,1.3,47.63,520.46,2388.11,8142.84,8.4426,0.03,393,2388,100.0,38.91,23.2576,0,3,3,4.0
1,204,0.0007,-0.0004,100.0,518.67,643.02,1594.44,1414.04,14.62,21.61,552.98,2388.13,9066.87,1.3,47.51,520.96,2388.1,8151.65,8.4541,0.03,395,2388,100.0,38.52,23.3022,0,3,-1,3.0
1,205,-0.0022,-0.0001,100.0,518.67,643.04,1602.53,1414.02,14.62,21.61,552.55,2388.11,9072.43,1.3,47.52,521.23,2388.08,8146.44,8.4402,0.03,394,2388,100.0,38.53,23.267,0,3,-1,2.0
1,206,0.0009,-0.0002,100.0,518.67,643.1,1593.55,1409.19,14.62,21.61,553.11,2388.14,9074.96,1.3,47.69,520.51,2388.14,8150.78,8.4413,0.03,393,2388,100.0,38.91,23.192,0,3,-1,1.0
1,207,-0.0003,0.0001,100.0,518.67,643.16,1594.88,1414.03,14.62,21.61,552.06,2388.1,9073.23,1.3,47.82,520.7,2388.13,8151.92,8.4689,0.03,396,2388,100.0,38.76,23.2329,2,0,0,1.0
1,208,-0.0007,0.0002,100.0,518.67,642.89,1587.78,1417.01,14.62,21.61,552.51,2388.13,9069.99,1.3,47.74,520.97,2388.13,8151.36,8.4518,0.03,393,2388,100.0,38.7,23.2955,0,3,-1,4.0
1,209,0.002,-0.0005,100.0,518.67,643.23,1599.57,1415.25,14.62,21.61,553.02,2388.13,9076.42,1.3,47.58,521.23,2388.11,8150.2,8.4316,0.03,393,2388,100.0,38.84,23.2993,0,3,-1,3.0
1,210,0.0021,-0.0003,100.0,518.67,642.7,1597.98,1407.91,14.62,21.61,552.95,2388.14,9070.05,1.3,47.61,520.37,2388.15,8153.97,8.4702,0.03,395,2388,100.0,38.77,23.277,0,3,-1,2.0
1,211,-0.0006,0.0002,100.0,518.67,642.45,1593.28,1413.75,14.62,21.61,553.01,2388.12,9068.26,1.3,47.71,521.41,2388.14,8151.91,8.4516,0.03,394,2388,100.0,38.57,23.2188,0,3,-1,1.0
1,212,0.0019,-0.0001,100.0,518.67,642.95,1595.89,1421.28,14.62,21.61,553.3,2388.12,9076.18,1.3,47.63,521.06,2388.16,8151.02,8.4497,0.03,394,2388,100.0,38.59,23.2353,2,0,-1,1.0
1,213,0.0008,-0.0001,100.0,518.67,643.2,1590.77,1415.33,14.62,21.61,552.36,2388.09,9075.94,1.3,47.69,521.26,2388.12,8150.68,8.4355,0.03,394,2388,100.0,38.69,23.0933,0,3,-1,3.0
1,214,0.0022,0.0002,100.0,518.67,642.71,1598.86,1413.36,14.62,21.61,553.15,2388.09,9069.98,1.3,47.6,521.1,2388.17,8146.23,8.4425,0.03,395,2388,100.0,38.66,23.2472,0,3,0,2.0
1,215,-0.0012,0.0002,100.0,518.67,643.05,1591.56,1418.03,14.62,21.61,552.53,2388.15,9074.71,1.3,47.6,520.79,2388.14,8147.54,8.4381,0.03,395,2388,100.0,38.66,23.188,0,3,0,1.0
1,216,-0.0029,0.0004,100.0,518.67,643.36,1590.83,1416.89,14.62,21.61,552.2,2388.1,9075.52,1.3,47.65,520.71,2388.14,8151.78,8.4724,0.03,396,2388,100.0,38.62,23.1276,2,0,-1,2.0
1,217,-0.0024,-0.0004,100.0,518.67,642.92,1598.95,1412.52,14.62,21.61,552.22,2388.16,9073.66,1.3,47.78,520.94,2388.19,8153.47,8.487,0.03,393,2388,100.0,38.68,23.1859,2,0,3,1.0
1,218,0.0021,-0.0002,100.0,518.67,642.91,1597.05,1408.18,14.62,21.61,552.78,2388.13,9075.65,1.3,47.72,520.75,2388.14,8145.56,8.444,0.03,394,2388,100.0,38.63,23.2371,0,3,-1,3.0
1,219,0.0022,0.0003,100.0,518.67,642.84,1596.34,1417.91,14.62,21.61,552.95,2388.21,9065.09,1.3,47.73,521.0,2388.18,8148.36,8.4365,0.03,394,2388,100.0,38.66,23.2827,0,3,-1,2.0
1,220,-0.0037,-0.0,100.0,518.67,642.77,1594.18,1419.8,14.62,21.61,552.66,2388.19,9073.26,1.3,47.7,521.19,2388.11,8150.46,8.4564,0.03,395,2388,100.0,38.77,23.2771,0,3,-1,1.0
9,1,0.0005,0.0004,100.0,518.67,642.18,1582.99,1396.22,14.62,21.61,554.35,2387.96,9065.59,1.3,47.09,522.34,2387.95,8149.16,8.402,0.03,391,2388,100.0,39.04,23.5349,4,4,-1,242.0
9,1,0.0005,-0.0004,100.0,518.67,642.22,1583.46,1398.97,14.62,21.6,556.86,2388.09,9070.67,1.3,47.21,524.63,2388.08,8145.74,8.3212,0.03,393,2388,100.0,39.13,23.462,4,4,-1,241.0
9,2,0.0001,0.0001,100.0,518.67,641.91,1580.17,1394.7,14.62,21.61,554.85,2387.94,9063.39,1.3,47.12,523.03,2387.98,8148.23,8.4331,0.03,392,2388,100.0,38.97,23.4335,4,4,-1,240.0
9,2,-0.0041,0.0001,100.0,518.67,641.81,1580.46,1393.79,14.62,21.6,557.12,2388.12,9060.03,1.3,47.24,524.74,2388.1,8141.84,8.3697,0.03,392,2388,100.0,39.06,23.3787,4,4,-1,239.0
9,3,-0.0009,-0.0003,100.0,518.67,642.5,1587.57,1396.79,14.62,21.61,554.75,2388.03,9057.58,1.3,47.12,522.63,2388.05,8140.94,8.4028,0.03,391,2388,100.0,39.09,23.4296,4,4,-1,238.0
9,3,0.0003,0.0003,100.0,518.67,642.35,1582.95,1400.76,14.62,21.6,557.11,2388.06,9065.3,1.3,47.48,525.48,2388.08,8139.1,8.377,0.03,392,2388,100.0,39.33,23.44,4,4,-1,237.0
9,4,-0.0022,0.0001,100.0,518.67,642.04,1584.66,1406.4,14.62,21.61,555.19,2388.0,9061.97,1.3,47.04,522.85,2388.01,8145.41,8.3741,0.03,392,2388,100.0,38.96,23.5159,4,4,4,236.0
9,4,0.0004,-0.0003,100.0,518.67,642.58,1585.75,1389.09,14.62,21.6,557.08,2388.12,9060.13,1.3,47.16,524.8,2388.08,8147.54,8.3771,0.03,393,2388,100.0,39.16,23.5005,4,4,-1,235.0
9,5,-0.0018,-0.0003,100.0,518.67,642.06,1580.0,1400.12,14.62,21.61,554.84,2387.95,9062.05,1.3,47.15,522.51,2387.98,8145.92,8.3664,0.03,390,2388,100.0,39.08,23.45,4,4,-1,234.0
9,5,-0.0013,-0.0003,100.0,518.67,642.37,1589.62,1398.5,14.62,21.6,557.97,2388.04,9066.33,1.3,47.29,525.03,2388.04,8151.33,8.3698,0.03,392,2388,100.0,39.16,23.4595,4,4,-1,233.0
9,6,0.0009,-0.0005,100.0,518.67,641.84,1589.51,1401.32,14.62,21.61,554.42,2388.01,9062.76,1.3,47.07,522.54,2388.04,8147.93,8.3554,0.03,393,2388,100.0,38.79,23.4186,4,4,-1,232.0
9,6,0.0015,0.0004,100.0,518.67,642.1,1585.65,1400.16,14.62,21.6,556.11,2388.11,9061.44,1.3,47.13,524.87,2388.02,8140.16,8.3974,0.03,392,2388,100.0,39.25,23.5179,4,4,-1,231.0
9,7,-0.0021,-0.0004,100.0,518.67,641.66,1584.33,1400.27,14.62,21.61,553.55,2388.04,9063.1,1.3,47.28,522.57,2388.01,8148.53,8.3917,0.03,392,2388,100.0,39.07,23.4575,4,4,-1,230.0
9,7,-0.0005,-0.0003,100.0,518.67,642.25,1582.22,1398.62,14.62,21.6,556.96,2388.07,9056.69,1.3,47.15,524.36,2388.09,8141.87,8.3702,0.03,392,2388,100.0,39.18,23.4076,4,4,-1,229.0
9,8,0.0018,0.0,100.0,518.67,641.46,1581.9,1392.49,14.62,21.61,555.66,2388.02,9064.64,1.3,47.37,522.21,2387.94,8145.97,8.4011,0.03,390,2388,100.0,39.27,23.4105,4,4,-1,228.0
9,8,0.0032,0.0002,100.0,518.67,641.76,1583.63,1400.4,14.62,21.6,556.39,2388.04,9065.65,1.3,47.33,524.85,2388.14,8139.54,8.3699,0.03,392,2388,100.0,39.1,23.4447,4,4,-1,227.0
9,9,0.0003,-0.0004,100.0,518.67,641.99,1580.58,1394.58,14.62,21.6,554.88,2388.04,9070.86,1.3,47.2,522.35,2388.04,8148.65,8.3858,0.03,391,2388,100.0,39.03,23.5122,4,4,-1,226.0
9,9,-0.0017,0.0005,100.0,518.67,642.44,1587.6,1402.06,14.62,21.6,556.89,2388.08,9060.34,1.3,47.08,524.51,2388.04,8145.27,8.3477,0.03,392,2388,100.0,38.87,23.4324,4,4,-1,225.0
9,10,0.0009,-0.0002,100.0,518.67,641.77,1580.84,1391.62,14.62,21.61,554.37,2388.02,9068.09,1.3,47.21,522.48,2388.03,8142.56,8.4069,0.03,391,2388,100.0,38.9,23.4672,4,4,-1,224.0
9,10,0.0004,0.0001,100.0,518.67,642.23,1584.04,1402.18,14.62,21.6,556.55,2388.11,9058.56,1.3,47.23,524.24,2388.05,8144.93,8.4063,0.03,393,2388,100.0,39.09,23.4342,4,4,-1,223.0
9,11,-0.0012,-0.0004,100.0,518.67,642.33,1581.8,1400.58,14.62,21.61,553.61,2388.0,9067.61,1.3,47.16,522.75,2387.99,8144.65,8.3929,0.03,391,2388,100.0,39.08,23.4228,4,4,-1,222.0
9,11,0.0,-0.0002,100.0,518.67,642.3,1580.84,1404.42,14.62,21.6,556.32,2388.09,9062.58,1.3,47.38,524.15,2388.1,8144.35,8.3054,0.03,390,2388,100.0,39.17,23.5543,4,4,-1,221.0
9,12,-0.0001,-0.0001,100.0,518.67,641.63,1584.2,1402.16,14.62,21.61,554.36,2387.98,9066.29,1.3,47.0,522.56,2388.04,8150.53,8.4091,0.03,392,2388,100.0,38.99,23.4246,4,4,-1,220.0
9,12,0.0023,-0.0001,100.0,518.67,641.94,1584.25,1403.16,14.62,21.6,555.98,2388.03,9059.05,1.3,47.14,524.07,2388.05,8143.42,8.3996,0.03,392,2388,100.0,39.12,23.495,4,4,-1,219.0
9,13,0.003,-0.0003,100.0,518.67,641.97,1589.32,1399.58,14.62,21.61,553.84,2387.99,9062.77,1.3,47.11,522.67,2388.01,8150.97,8.3998,0.03,392,2388,100.0,38.87,23.516,4,4,-1,218.0
9,13,-0.0002,0.0002,100.0,518.67,642.24,1590.64,1400.29,14.62,21.6,556.23,2388.11,9061.35,1.3,47.43,524.43,2388.08,8138.34,8.3506,0.03,393,2388,100.0,39.18,23.4428,4,4,-1,217.0
9,14,-0.0022,0.0003,100.0,518.67,642.44,1584.43,1398.28,14.62,21.61,554.68,2387.98,9064.45,1.3,47.26,522.4,2387.97,8141.72,8.4069,0.03,392,2388,100.0,39.01,23.445,4,4,-1,216.0
9,14,-0.0029,-0.0003,100.0,518.67,642.19,1591.14,1399.3,14.62,21.6,557.06,2388.1,9060.34,1.3,47.39,524.83,2388.1,8148.98,8.3527,0.03,391,2388,100.0,39.09,23.5475,4,4,-1,215.0
9,15,-0.0048,-0.0001,100.0,518.67,641.89,1587.29,1394.71,14.62,21.61,555.01,2388.01,9069.84,1.3,47.11,522.55,2387.94,8145.79,8.376,0.03,392,2388,100.0,39.12,23.4519,4,4,-1,214.0
9,15,-0.0001,-0.0001,100.0,518.67,642.54,1583.55,1405.49,14.62,21.6,557.04,2388.08,9059.59,1.3,47.23,524.73,2388.13,8146.46,8.355,0.03,392,2388,100.0,39.13,23.5152,4,4,-1,213.0
9,16,0.0001,0.0005,100.0,518.67,642.18,1587.42,1400.74,14.62,21.61,554.3,2388.04,9066.31,1.3,47.16,523.12,2387.97,8145.13,8.3869,0.03,390,2388,100.0,38.95,23.393,4,4,-1,212.0
9,16,-0.0008,-0.0001,100.0,518.67,642.43,1589.01,1395.9,14.62,21.6,556.64,2388.1,9056.51,1.3,47.23,524.83,2388.09,8149.08,8.3506,0.03,391,2388,100.0,39.1,23.5487,4,4,-1,211.0
9,17,-0.0043,0.0,100.0,518.67,641.63,1587.14,1395.4,14.62,21.61,554.68,2387.96,9062.97,1.3,47.15,522.69,2387.97,8143.8,8.3998,0.03,392,2388,100.0,39.06,23.3596,4,4,4,210.0
9,17,-0.0006,0.0002,100.0,518.67,642.04,1577.05,1404.26,14.62,21.6,556.8,2388.01,9058.81,1.3,47.41,524.87,2388.08,8144.74,8.3835,0.03,390,2388,100.0,39.37,23.498,4,4,-1,209.0
9,18,-0.0013,-0.0001,100.0,518.67,641.7,1592.2,1396.41,14.62,21.61,553.78,2388.03,9063.77,1.3,47.06,522.48,2388.0,8144.65,8.4065,0.03,391,2388,100.0,39.04,23.3688,4,4,4,208.0
9,18,0.0007,0.0,100.0,518.67,642.39,1583.03,1402.34,14.62,21.6,557.35,2388.09,9061.75,1.3,47.18,524.47,2388.09,8146.63,8.3399,0.03,392,2388,100.0,39.21,23.4608,4,4,4,207.0
9,19,0.0012,-0.0001,100.0,518.67,641.73,1579.41,1398.7,14.62,21.61,554.76,2388.02,9065.94,1.3,47.2,522.09,2387.96,8146.81,8.4425,0.03,391,2388,100.0,38.95,23.3515,4,4,-1,206.0
9,19,0.0027,0.0005,100.0,518.67,642.08,1579.04,1394.35,14.62,21.6,556.32,2388.13,9058.25,1.3,47.16,524.47,2388.05,8142.21,8.3316,0.03,392,2388,100.0,39.11,23.5156,4,4,-1,205.0
9,20,-0.0023,0.0003,100.0,518.67,642.11,1577.05,1389.2,14.62,21.61,555.07,2387.98,9063.07,1.3,47.31,522.41,2387.96,8145.7,8.4309,0.03,392,2388,100.0,39.09,23.3684,4,4,-1,204.0
9,20,0.0005,0.0004,100.0,518.67,642.25,1587.1,1395.71,14.62,21.6,557.27,2388.09,9057.14,1.3,47.45,525.0,2388.07,8142.72,8.3203,0.03,393,2388,100.0,38.95,23.5592,4,4,-1,203.0
9,21,-0.0016,-0.0004,100.0,518.67,642.03,1579.94,1394.42,14.62,21.61,554.75,2388.08,9065.62,1.3,47.29,522.86,2387.95,8150.07,8.3922,0.03,392,2388,100.0,39.06,23.4057,4,4,-1,202.0
9,21,0.0006,0.0004,100.0,518.67,642.32,1585.03,1403.84,14.62,21.6,556.89,2388.1,9059.19,1.3,47.19,524.18,2388.07,8149.0,8.3723,0.03,391,2388,100.0,39.27,23.5706,4,4,-1,201.0
9,22,-0.0001,-0.0005,100.0,518.67,642.25,1579.87,1399.51,14.62,21.61,554.39,2387.95,9067.21,1.3,47.12,522.11,2388.0,8146.36,8.404,0.03,391,2388,100.0,38.97,23.4904,4,4,-1,200.0
9,22,-0.0004,0.0002,100.0,518.67,642.48,1577.61,1399.59,14.62,21.6,556.85,2388.03,9059.99,1.3,47.2,523.97,2388.11,8148.26,8.3868,0.03,394,2388,100.0,39.38,23.444,4,4,4,199.0
9,23,0.0015,0.0004,100.0,518.67,641.41,1585.55,1402.96,14.62,21.61,554.57,2388.0,9064.76,1.3,47.24,522.27,2387.98,8147.03,8.3777,0.03,390,2388,100.0,38.89,23.3659,4,4,-1,198.0
9,23,-0.001,0.0005,100.0,518.67,641.89,1577.96,1398.31,14.62,21.6,556.3,2388.01,9064.56,1.3,47.24,524.16,2388.06,8138.77,8.3859,0.03,393,2388,100.0,39.09,23.4444,4,4,-1,197.0
9,24,0.0035,0.0003,100.0,518.67,642.04,1585.23,1394.39,14.62,21.61,553.95,2388.0,9051.59,1.3,47.17,522.36,2388.03,8143.34,8.3681,0.03,389,2388,100.0,39.03,23.3478,4,4,-1,196.0
9,24,0.0035,0.0,100.0,518.67,642.32,1585.19,1398.48,14.62,21.6,556.16,2388.05,9060.46,1.3,47.11,524.61,2388.07,8141.9,8.376,0.03,392,2388,100.0,39.11,23.5685,4,4,-1,195.0
9,25,0.0003,0.0001,100.0,518.67,642.2,1585.38,1397.22,14.62,21.61,554.44,2387.96,9067.31,1.3,47.14,522.29,2388.0,8145.8,8.3869,0.03,390,2388,100.0,39.03,23.4795,4,4,4,194.0
9,25,0.0018,-0.0004,100.0,518.67,641.33,1586.73,1403.41,14.62,21.6,556.55,2388.07,9064.3,1.3,47.11,524.02,2388.11,8143.77,8.3383,0.03,393,2388,100.0,39.04,23.5292,4,4,-1,193.0
9,26,0.0021,0.0002,100.0,518.67,642.72,1584.85,1396.74,14.62,21.61,555.45,2388.0,9068.74,1.3,47.15,522.82,2388.07,8150.14,8.3875,0.03,392,2388,100.0,38.94,23.4496,4,4,-1,192.0
9,26,-0.0011,0.0003,100.0,518.67,642.41,1590.89,1403.13,14.62,21.6,557.58,2388.09,9073.14,1.3,47.3,525.56,2388.07,8142.88,8.3122,0.03,391,2388,100.0,39.16,23.3622,4,4,-1,191.0
9,27,0.0022,0.0004,100.0,518.67,642.55,1593.03,1395.38,14.62,21.61,554.34,2387.97,9073.71,1.3,47.08,522.77,2387.95,8144.51,8.3595,0.03,392,2388,100.0,39.03,23.4669,4,4,4,190.0
9,27,0.0039,-0.0001,100.0,518.67,642.89,1587.01,1395.72,14.62,21.6,556.97,2388.09,9063.75,1.3,47.24,525.13,2388.12,8142.76,8.3472,0.03,391,2388,100.0,39.22,23.52,4,4,-1,189.0
9,28,0.001,-0.0001,100.0,518.67,641.88,1582.39,1396.46,14.62,21.61,555.12,2387.95,9064.43,1.3,47.35,522.24,2388.02,8152.92,8.3847,0.03,390,2388,100.0,39.19,23.494,4,4,4,188.0
9,28,-0.0015,0.0001,100.0,518.67,642.2,1589.36,1406.02,14.62,21.6,557.25,2388.09,9058.33,1.3,47.39,524.63,2388.05,8143.45,8.3252,0.03,391,2388,100.0,39.16,23.4417,4,4,-1,187.0
9,29,-0.0009,-0.0005,100.0,518.67,642.17,1578.06,1398.25,14.62,21.61,554.2,2387.99,9067.72,1.3,47.06,522.32,2387.98,8143.39,8.3925,0.03,392,2388,100.0,39.02,23.4314,4,4,-1,186.0
9,29,0.0002,-0.0003,100.0,518.67,641.93,1582.6,1401.94,14.62,21.6,556.46,2388.09,9063.22,1.3,47.22,524.54,2388.02,8142.72,8.3749,0.03,393,2388,100.0,39.14,23.5437,4,4,-1,185.0
9,30,0.0022,0.0004,100.0,518.67,641.96,1584.82,1396.4,14.62,21.61,554.62,2387.97,9069.3,1.3,47.17,522.49,2388.01,8150.5,8.4135,0.03,391,2388,100.0,39.08,23.4083,4,4,-1,184.0
9,30,-0.0008,0.0001,100.0,518.67,641.86,1581.55,1396.51,14.62,21.6,557.4,2388.07,9063.22,1.3,47.19,524.75,2388.08,8146.24,8.3854,0.03,392,2388,100.0,39.15,23.4989,4,4,-1,183.0
9,31,-0.0001,0.0001,100.0,518.67,642.33,1589.31,1393.67,14.62,21.61,554.49,2387.99,9067.82,1.3,47.08,522.58,2388.01,8143.69,8.4265,0.03,391,2388,100.0,39.13,23.4235,4,4,-1,182.0
9,31,0.0021,-0.0002,100.0,518.67,642.16,1588.33,1397.82,14.62,21.6,556.57,2388.07,9056.83,1.3,47.17,525.05,2388.07,8143.66,8.3453,0.03,393,2388,100.0,39.2,23.526,4,4,-1,181.0
9,32,-0.0018,0.0,100.0,518.67,641.89,1588.4,1390.48,14.62,21.61,554.32,2388.05,9064.15,1.3,47.44,522.74,2387.98,8145.99,8.3919,0.03,391,2388,100.0,38.96,23.4849,4,4,4,180.0
9,32,0.0003,0.0004,100.0,518.67,642.1,1582.4,1395.26,14.62,21.6,556.83,2388.05,9065.36,1.3,47.25,524.4,2388.09,8141.15,8.3525,0.03,393,2388,100.0,39.22,23.4903,4,4,-1,179.0
9,33,0.0019,0.0004,100.0,518.67,642.02,1585.92,1395.64,14.62,21.6,554.07,2387.98,9067.78,1.3,47.19,522.74,2387.97,8145.74,8.3858,0.03,392,2388,100.0,38.84,23.3714,4,4,-1,178.0
9,33,0.0017,0.0005,100.0,518.67,642.3,1586.09,1388.22,14.62,21.6,556.37,2388.1,9060.35,1.3,47.45,524.2,2388.14,8145.29,8.3411,0.03,392,2388,100.0,39.16,23.4603,4,4,-1,177.0
9,34,-0.0024,0.0004,100.0,518.67,642.09,1588.32,1405.48,14.62,21.61,553.88,2387.98,9053.45,1.3,47.1,522.59,2387.98,8148.6,8.4059,0.03,391,2388,100.0,39.03,23.4291,4,4,-1,176.0
9,34,0.0026,0.0,100.0,518.67,642.09,1581.49,1396.21,14.62,21.6,557.62,2388.07,9067.39,1.3,47.29,524.59,2388.07,8149.57,8.3685,0.03,391,2388,100.0,39.19,23.5449,4,4,-1,175.0
9,35,0.0016,-0.0001,100.0,518.67,642.02,1589.52,1400.73,14.62,21.61,554.69,2387.98,9066.53,1.3,47.02,522.59,2388.0,8148.51,8.4298,0.03,391,2388,100.0,39.09,23.4587,4,4,-1,174.0
9,35,0.0036,-0.0002,100.0,518.67,642.15,1588.14,1399.29,14.62,21.6,557.45,2388.12,9056.7,1.3,47.09,524.51,2388.08,8147.87,8.3707,0.03,394,2388,100.0,39.08,23.4639,4,4,-1,173.0
9,36,-0.0022,-0.0,100.0,518.67,641.85,1582.88,1396.31,14.62,21.61,553.95,2387.98,9068.19,1.3,47.12,522.53,2387.96,8149.0,8.4095,0.03,390,2388,100.0,38.94,23.4388,4,4,-1,172.0
9,36,0.0008,-0.0004,100.0,518.67,642.55,1580.25,1394.4,14.62,21.6,557.06,2388.1,9061.42,1.3,47.39,525.03,2388.06,8145.39,8.3881,0.03,393,2388,100.0,39.32,23.4422,4,4,-1,171.0
9,37,-0.0009,-0.0003,100.0,518.67,642.35,1579.77,1397.08,14.62,21.61,553.84,2388.0,9069.05,1.3,47.26,522.19,2388.01,8147.94,8.392,0.03,391,2388,100.0,38.88,23.3842,4,4,-1,170.0
9,37,-0.0019,0.0002,100.0,518.67,642.81,1585.49,1399.75,14.62,21.6,557.0,2388.1,9052.51,1.3,47.39,524.34,2388.11,8144.43,8.4097,0.03,392,2388,100.0,39.13,23.4742,4,4,-1,169.0
9,38,-0.0012,0.0002,100.0,518.67,641.74,1590.18,1393.55,14.62,21.61,555.04,2387.96,9061.91,1.3,47.03,521.87,2387.97,8150.74,8.3881,0.03,392,2388,100.0,38.84,23.4311,4,4,-1,168.0
9,38,-0.0034,-0.0004,100.0,518.67,641.61,1581.89,1395.9,14.62,21.6,556.49,2388.03,9057.82,1.3,47.37,524.45,2388.08,8137.31,8.334,0.03,392,2388,100.0,39.22,23.5559,4,4,-1,167.0
9,39,0.0009,0.0003,100.0,518.67,642.51,1588.38,1400.47,14.62,21.61,554.35,2387.99,9061.31,1.3,47.2,522.19,2387.96,8155.12,8.3689,0.03,391,2388,100.0,39.09,23.425,4,4,-1,166.0
9,39,-0.0021,-0.0002,100.0,518.67,642.14,1583.51,1397.11,14.62,21.6,557.14,2388.06,9064.66,1.3,47.23,524.81,2388.09,8148.99,8.3781,0.03,393,2388,100.0,39.13,23.6394,4,4,-1,165.0
9,40,-0.0049,0.0004,100.0,518.67,642.38,1592.26,1393.79,14.62,21.61,554.12,2388.0,9065.3,1.3,47.05,522.1,2387.94,8143.52,8.3714,0.03,391,2388,100.0,39.07,23.4292,4,4,-1,164.0
9,40,-0.001,0.0005,100.0,518.67,642.49,1590.57,1392.2,14.62,21.6,556.79,2388.08,9056.64,1.3,47.39,525.02,2388.06,8142.99,8.3418,0.03,393,2388,100.0,39.3,23.519,4,4,-1,163.0
9,41,0.0009,-0.0002,100.0,518.67,642.23,1582.98,1392.08,14.62,21.61,554.44,2388.0,9060.49,1.3,47.13,522.4,2388.01,8149.01,8.4108,0.03,392,2388,100.0,39.1,23.3787,4,4,4,162.0
9,41,-0.0001,0.0001,100.0,518.67,642.7,1589.45,1402.43,14.62,21.6,557.13,2388.08,9057.44,1.3,47.14,525.05,2388.07,8149.13,8.3797,0.03,392,2388,100.0,39.06,23.5543,4,4,4,161.0
9,42,0.0029,0.0003,100.0,518.67,642.19,1582.46,1397.76,14.62,21.61,554.15,2388.03,9065.46,1.3,47.45,521.99,2387.98,8149.6,8.4152,0.03,392,2388,100.0,39.14,23.3315,4,4,-1,160.0
9,42,-0.0018,-0.0002,100.0,518.67,642.11,1582.59,1406.56,14.62,21.6,556.86,2388.11,9067.48,1.3,47.3,524.7,2388.05,8142.08,8.3135,0.03,392,2388,100.0,38.98,23.5144,4,4,-1,159.0
9,43,-0.0013,-0.0,100.0,518.67,642.21,1583.62,1395.74,14.62,21.6,554.44,2388.0,9062.97,1.3,47.16,522.39,2388.01,8147.63,8.4003,0.03,392,2388,100.0,39.04,23.4445,4,4,-1,158.0
9,43,-0.0039,-0.0001,100.0,518.67,642.15,1578.91,1399.33,14.62,21.6,556.91,2388.13,9062.12,1.3,47.42,524.73,2388.11,8145.92,8.3606,0.03,392,2388,100.0,39.11,23.5776,4,4,-1,157.0
9,44,0.0008,-0.0005,100.0,518.67,642.03,1576.57,1397.21,14.62,21.61,554.0,2387.97,9065.45,1.3,47.19,522.58,2387.96,8148.19,8.4301,0.03,391,2388,100.0,38.92,23.4561,4,4,-1,156.0
9,44,0.0017,0.0,100.0,518.67,642.42,1584.4,1395.38,14.62,21.6,556.38,2388.05,9054.93,1.3,47.02,524.63,2388.1,8144.24,8.3535,0.03,393,2388,100.0,39.18,23.4856,4,4,-1,155.0
9,45,-0.0017,0.0002,100.0,518.67,641.91,1578.31,1395.2,14.62,21.61,554.05,2388.01,9064.45,1.3,47.09,522.02,2387.93,8147.52,8.3795,0.03,392,2388,100.0,38.99,23.4097,4,4,-1,154.0
9,45,0.0007,0.0001,100.0,518.67,641.8,1580.01,1401.03,14.62,21.6,557.21,2388.12,9060.58,1.3,47.11,525.25,2388.04,8147.14,8.3514,0.03,392,2388,100.0,39.24,23.497,4,4,-1,153.0
9,46,0.0003,0.0002,100.0,518.67,642.02,1576.37,1403.72,14.62,21.61,554.78,2387.96,9062.07,1.3,47.24,523.04,2388.03,8143.48,8.4083,0.03,392,2388,100.0,38.85,23.4921,4,4,-1,152.0
